kanji,radicals
靄,勹:匕:日:言:雨
靤,勹:己:面
鞨,勹:匕:日:革
髱,勹:己:彡:長:髟
鮑,勹:己:田:魚:灬
麁,勹:广:比:鹿
麭,勹:夂:己:麥
嘘,匕:卜:厂:口:虍
姥,匕:女:老
穎,匕:禾:貝:頁
頴,匕:示:貝:頁
燕,匕:口:爿:艹:灬
化,匕:亻
花,匕:亻:艹
貨,匕:貝:亻
椛,匕:木:亻:艹
戯,匕:卜:厂:戈:虍
擬,匕:疋:矢:マ:扌
疑,匕:疋:矢:マ
虐,匕:匚:卜:厂:虍
虚,匕:卜:厂:虍
靴,匕:革:亻
熊,匕:厶:月:灬
傾,匕:貝:頁:亻
稽,匕:日:禾:尤
詣,匕:日:言
劇,匕:卜:厂:虍:豕:刂
此,匕:止
頃,匕:貝:頁
砦,匕:口:止:石
匙,匕:日
屍,匕:夕:尸:歹
指,匕:日:扌
旨,匕:日
死,匕:夕:歹
紫,匕:止:糸
脂,匕:日:月
雌,匕:止:隹
叱,匕:口
柴,匕:木:止
蛇,匕:宀:虫
葬,匕:夕:廾:艹
詑,匕:宀:言
柁,匕:宀:木
舵,匕:宀:舟
陀,匕:宀:阝.
態,匕:厶:心:月
泥,匕:尸:氵
鴇,匕:十:鳥:灬
尼,匕:尸
能,匕:厶:月
背,匕:月:爿
櫨,匕:卜:厂:木:田:皿:虍
罷,匕:厶:月:网
髭,匕:彡:止:長:髟
膚,匕:卜:厂:月:田:虍
北,匕:爿
牝,匕:牛
慮,匕:卜:厂:心:田:虍
佗,匕:宀:亻
呰,匕:口:止
嘴,匕:口:止:角
囮,匕:囗:亻
埖,匕:土:亻:艹
它,匕:宀
嶷,匕:山:疋:矢
廬,匕:卜:厂:广:田:皿:虍
怩,匕:尸:忄
戲,匕:卜:厂:口:戈:虍:豆:丷
據,匕:卜:厂:虍:豕:扌
擺,匕:厶:月:网:扌
昵,匕:尸:日
歔,匕:卜:厂:欠:虍:丷
沱,匕:宀:氵
潁,匕:水:貝:頁
瀘,匕:卜:厂:田:皿:虍:氵
爐,匕:卜:厂:火:田:皿:虍
疵,匕:止:疒
瘧,匕:卜:厂:疒:虍
癡,匕:疋:疒:矢
皀,匕:白
盧,匕:卜:厂:田:皿:虍
眤,匕:尸:目
眥,匕:止:目
眦,匕:止:目
硴,匕:口:石:亻:艹
礙,匕:口:疋:矢:石:マ
糀,匕:米:亻:艹
羆,匕:厶:月:网:灬
肄,匕:矢:聿
臚,匕:卜:厂:月:田:皿:虍
艫,匕:卜:厂:田:皿:舟:虍
葹,匕:方:艹:也
蘆,匕:卜:厂:田:皿:虍:艹
虍,匕:卜:厂
虔,匕:卜:厂:文:虍
觜,匕:止:角
訛,匕:言:亻
謔,匕:匚:卜:厂:虍:言
貲,匕:止:貝
轤,匕:卜:厂:田:皿:虍:車
遽,匕:卜:厂:虍:豕:辶
醵,匕:卜:厂:虍:豕:酉
釶,匕:金:也
鉈,匕:宀:金
錵,匕:金:个:亻:艹
鑢,匕:卜:厂:心:田:虍:金
鑪,匕:卜:厂:田:皿:虍:金
顱,匕:卜:厂:田:皿:虍:貝:頁
駝,匕:宀:馬
驢,匕:卜:厂:田:皿:虍:馬
髢,匕:彡:長:髟:也
鮨,匕:日:田:魚:灬
鱸,匕:卜:厂:田:皿:虍:魚:灬
鴕,匕:宀:鳥:灬
医,匚:矢
堰,匚:土:女:日
巨,匚
拒,匚:扌:巨
渠,匚:木:氵:巨
距,匚:口:足:巨
匡,匚:玉
匠,匚:斤
臣,匚
枢,匚:木
匝,匚:巾
匪,匚:非
偃,匚:女:日:亻
傴,匚:口:亻:品
匯,匚:隹:氵
匱,匚:貝
區,匚:口:品
嘔,匚:口:品
奩,匚:口:大:品
嫗,匚:口:女:品
嶇,匚:口:山:品
框,匚:木:玉
榧,匚:木:非
樞,匚:口:木:品
櫃,匚:木:貝
歐,匚:口:欠:品
毆,匚:口:殳:品
炬,匚:火:巨
煕,匚:己:臣:灬
甌,匚:口:瓦
筐,匚:玉:竹
箍,匚:巾:竹:扌
謳,匚:口:言:品
醫,匚:殳:矢:酉
頤,匚:臣:貝:頁
驅,匚:口:馬:品
熙,匚:口:己:灬
梓,十:木:立:辛
斡,十:斗:日:个
箇,十:口:囗:竹
壊,十:土:网:衣
懐,十:网:衣:忄
革,十:口:廾
叶,十:口
干,十
幹,十:干:日:个
韓,十:口:日:韋
伎,十:又:支:亻
岐,十:又:山:支
妓,十:又:女:支
技,十:又:支:扌
居,十:口:尸
鋸,十:口:尸:金
粁,十:干:米
苦,十:口:艹
計,十:言
戟,十:戈:日
個,十:口:囗:亻
古,十:口
固,十:口:囗
姑,十:口:女
故,十:口:攴
枯,十:口:木
湖,十:口:月:氵
糊,十:口:月:米
胡,十:口:月
鈷,十:口:金
鼓,十:又:口:士:支:豆:丷
瑚,十:口:月:玉
醐,十:口:月:酉
降,十:夂:阝.
宰,十:宀:立:辛
支,十:又
枝,十:又:支:木
肢,十:又:支:月
辞,十:口:立:舌:辛
什,十:亻
汁,十:氵
循,十:厂:彳:斤:目
楯,十:厂:斤:木:目
準,十:隹:氵
盾,十:厂:斤:目
彰,十:彡:日:立:音
樟,十:日:木:立:音
章,十:日:立:音
障,十:日:立:音:阝.
埴,十:土:目
植,十:木:目
殖,十:歹:目
辛,十:立
針,十:金
迅,十:辶
粋,十:米:九
酔,十:酉:九
据,十:口:尸:扌
裾,十:口:尸:衤
棲,十:女:彐:木
蝉,十:田:虫:尚
専,十:寸:田
戦,十:戈:田:尚
禅,十:田:尚:礻
早,十:日
草,十:日:艹
賊,十:戈:貝
騨,十:田:馬:尚
卓,十:卜:日
単,十:田:尚
箪,十:田:竹:尚
弾,十:弓:田:尚
置,十:目:网
衷,十:口:衣
朝,十:日:月
潮,十:日:月:氵
聴,十:心:网:耳
辻,十:辶
潰,十:口:貝:氵
悼,十:卜:日:忄
徳,十:彳:心:网
遁,十:厂:斤:目:辶
牌,十:片:田
隼,十:隹
卑,十:田
碑,十:口:田:石
避,十:口:尸:立:辛:辶
稗,十:田:禾
廟,十:广:日:月
阜,十
噴,十:口:貝:艹
墳,十:土:貝:艹
憤,十:貝:忄:艹
僻,十:口:尸:立:辛:亻
壁,十:口:土:尸:立:辛
癖,十:口:尸:疒:立:辛
穂,十:心:田:禾
膨,十:口:土:彡:月:豆:丷
枠,十:木:九
估,十:口:亻
倨,十:口:尸:亻
伜,十:亻:九
倬,十:卜:日:曰:亻
俾,十:田:亻
做,十:口:攴:亻
僂,十:女:亻
僖,十:口:士:豆:亻:丷
卆,十:九
卉,十:廾
叟,十:又:支:臼
啅,十:卜:口:日
單,十:口:田
嘲,十:口:日:月
囀,十:厶:口:寸:田:車
團,十:厶:囗:寸
夲,十:大
婢,十:女:田
嬖,十:口:女:尸:立:辛
專,十:厶:寸:田:虫
屐,十:又:尸:彳:支
嶂,十:山:日:曰:立:音
廳,十:广:心:玉:网:耳
廰,十:广:心:网:耳
悳,十:心:目
怙,十:口:忄
忰,十:九:忄
懽,十:口:隹:忄:艹
掉,十:卜:日:曰:扌
摶,十:厶:寸:日:虫:扌
擘,十:口:尸:手:立:辛
棹,十:卜:日:木
楜,十:口:月:木
權,十:口:木:隹:艹
槹,十:斗:木:白
槫,十:厶:寸:日:木:虫
橲,十:口:士:木:豆:丷
檗,十:口:尸:木:立:辛
蘗,十:口:尸:木:立:辛:艹
蘖,十:口:木:立:辛:艹
欟,十:口:木:見:隹:艹
歡,十:口:欠:隹:艹
殫,十:口:歹:田
沽,十:口:氵
涸,十:口:囗:氵
滓,十:宀:立:辛:氵
溲,十:又:支:日:氵
灌,十:口:隹:氵:艹
滷,十:卜:囗:鹵:氵
潭,十:日:曰:襾:氵
澎,十:口:土:彡:豆:丷:氵
澣,十:干:日:个:氵
濆,十:貝:氵:艹
熹,十:口:士:豆:丷:灬
璋,十:日:曰:玉:立:音
璧,十:口:尸:玉:立:辛
瓣,十:瓜:立:辛
瓧,十:瓦
甓,十:口:尸:瓦:立:辛
痼,十:口:囗:疒
痺,十:田:疒
瘴,十:日:曰:疒:立:音
皋,十:大:白
睥,十:田:目
瞽,十:又:口:士:支:目:豆:鼓:丷
禧,十:口:士:豆:丷:礻
稙,十:目:禾
竍,十:立
簟,十:日:曰:竹:襾
籵,十:米
綽,十:卜:日:糸
縡,十:宀:立:糸:辛
辮,十:立:糸:辛
罩,十:卜:日:网
聽,十:心:玉:网:耳
脾,十:月:田
臂,十:口:尸:月:立:辛
葫,十:口:月:艹
蕈,十:日:曰:襾:艹
薜,十:口:尸:立:辛:艹
蛄,十:口:虫
蝴,十:口:月:虫
蠎,十:大:廾:虫:艹
裨,十:田:衤
襌,十:口:田:衤
褝,十:田:尚:衤
襞,十:口:尸:立:衣:辛
覃,十:日:襾
觀,十:口:見:隹:艹
詁,十:口:言
譚,十:日:曰:襾:言
譬,十:口:尸:立:言:辛
讙,十:口:言:隹:艹
貭,十:厂:貝
賁,十:貝:艹
跂,十:又:口:支:足
踞,十:口:尸:足
躄,十:口:尸:立:足:辛
轉,十:寸:田:虫:車
辜,十:口:立:辛
辟,十:口:尸:立:辛
辯,十:立:言:辛
錮,十:口:囗:金
鐔,十:日:曰:襾:金
鑵,十:口:金:隹:艹
闡,十:口:田:門
闢,十:口:尸:立:辛:門
霹,十:口:尸:立:辛:雨
顴,十:口:貝:隹:頁:艹
餬,十:口:月:食
驩,十:口:隹:馬:艹
鱆,十:日:田:立:音:魚:灬
鱚,十:口:士:田:豆:魚:丷:灬
鴣,十:口:鳥:灬
鵯,十:田:鳥:灬
鸛,十:口:隹:鳥:艹:灬
鹵,十:囗
鹽,十:囗:皿:臣:鹵
鮎,卜:口:田:魚
外,卜:夕
掛,卜:土:扌
砧,卜:口:石
卦,卜:土
罫,卜:土:网
寂,卜:又:宀:小
叔,卜:又:小
淑,卜:又:小:氵
上,卜
占,卜:口
帖,卜:口:巾
偵,卜:貝:亻
貞,卜:貝
禎,卜:貝:礻
店,卜:口:广
貼,卜:口:貝
点,卜:口:灬
督,卜:又:小:目
苫,卜:口:艹
粘,卜:口:米
赴,卜:土:走
朴,卜:木
仆,卜:亻
俶,卜:又:小:亻
圷,卜:土
垰,卜:土
岾,卜:口:山
幀,卜:巾:貝
拈,卜:口:扌
梺,卜:木
椒,卜:又:小:木
槭,卜:小:戈:木
沾,卜:口:氵
濾,卜:厂:心:田:氵
碵,卜:口:石:貝
站,卜:口:立
笘,卜:口:竹
粲,卜:又:夕:米
菽,卜:又:小:艹
裃,卜:衤
褂,卜:土:衤
覘,卜:口:見
訃,卜:言
迯,卜:夕:辶
遉,卜:貝:辶
閇,卜:門
霑,卜:口:雨:氵
鞐,卜:革
颪,卜:風
黏,卜:口:黍
點,卜:口:里:黒:灬
宛,卩:夕:宀
卯,卩
怨,卩:夕:心
苑,卩:夕:艹
鴛,卩:夕:鳥:灬
却,卩:厶:土
脚,卩:厶:土:月
禦,卩:彳:止:示
卿,卩:艮
仰,卩:亻
櫛,卩:木:竹:艮
迎,卩:辶
昂,卩:日
節,卩:竹:艮
即,卩:艮
叩,卩:口
服,卩:又:月
命,卩:口:个
厄,卩:厂
柳,卩:木
抑,卩:扌
領,卩:貝:頁:个
令,卩:个
嶺,卩:山:貝:頁:个
怜,卩:个:忄
玲,卩:玉:个
苓,卩:个:艹
鈴,卩:金:个
零,卩:雨:个
椀,卩:夕:宀:木
碗,卩:口:夕:宀:石
腕,卩:夕:宀:月
卮,卩:厂
夘,卩:夕
喞,卩:口:艮
婉,卩:夕:女:宀
扼,卩:厂:扌
掵,卩:口:个:扌
昴,卩:日
澪,卩:雨:个:氵
笵,卩:竹:氵
箙,卩:又:月:竹
羚,卩:玉:羊:个:丷
聊,卩:耳
聆,卩:耳:个
范,卩:氵:艹
蛉,卩:虫:个
蜿,卩:夕:宀:虫
詭,卩:厂:言
豌,卩:口:夕:宀:豆:丷
軛,卩:厂:車
鋺,卩:夕:宀:金
阨,卩:厂:阝.
餾,卩:厶:田:食
鮠,卩:厂:田:隹:魚:灬
鴒,卩:鳥:个:灬
圧,厂:土
厭,厂:日:月:犬
仮,厂:又:亻
恢,厂:火:忄
灰,厂:火
崖,厂:土:山
涯,厂:土:氵
蛎,厂:斤:虫
岸,厂:山:干
巌,厂:山:攴:耳:尚
贋,厂:貝:隹:亻
雁,厂:隹:亻
願,厂:小:白:貝:頁
原,厂:小:白
厳,厂:攴:耳:尚
源,厂:小:白:氵
厚,厂:子:日
坂,厂:又:土
阪,厂:又:阝.
辱,厂:寸:衣:辰
唇,厂:口:衣:辰
娠,厂:女:衣:辰
振,厂:衣:辰:扌
震,厂:衣:辰:雨
厨,厂:口:寸:豆:丷
糎,厂:米:里
辰,厂:衣
炭,厂:山:火
砺,厂:口:斤:石
栃,厂:斤:木
派,厂:斤:氵
反,厂:又
叛,厂:又:丷
板,厂:又:木
版,厂:又:片
班,厂:土:玉
販,厂:又:貝
飯,厂:又:食
備,厂:用:亻:艹
返,厂:又:辶
脈,厂:斤:月
厘,厂:里
暦,厂:广:日:木:麻
歴,厂:广:木:止:麻
蕨,厂:屮:欠:丷:艹
儼,厂:口:攴:耳:亻
厠,厂:貝:刂
厦,厂:夂:自
厥,厂:屮:欠:丷
啀,厂:口:土
嚴,厂:口:攴:耳
壓,厂:土:日:月:犬
壥,厂:土:里:黒:灬
宸,厂:宀:衣:辰
崕,厂:土:山
巖,厂:口:山:攴:耳
巵,厂:巴
愿,厂:小:心:白
憊,厂:心:用:亻:艹
梔,厂:木:巴
櫪,厂:木:止
殷,厂:殳
汳,厂:又:氵
瀝,厂:木:止:氵
獗,厂:屮:欠:丷:犭
甅,厂:瓦:里
癧,厂:木:止:疒
皈,厂:又:白
睚,厂:土:目
礪,厂:口:田:石:禸:艹
竰,厂:立:里
糒,厂:用:米:艹
糲,厂:田:禸:米:艹
纒,厂:土:糸:里:黒:灬
蠣,厂:田:禸:虫:艹
詼,厂:火:言
詬,厂:口:言
蹶,厂:口:屮:欠:足:丷
軅,厂:身:隹:亻
轣,厂:木:止:車
逅,厂:口:辶
鈑,厂:又:金
靂,厂:木:止:雨
靨,厂:日:犬:目:面
鞴,厂:用:革:艹
顏,厂:彡:文:貝:頁
鴈,厂:鳥:亻:灬
鳫,厂:鳥:灬
黶,厂:日:犬:里:黒:灬
挨,厶:矢:扌
握,厶:土:尸:至:扌
渥,厶:土:尸:至:氵
鯵,厶:大:彡:田:魚:灬
飴,厶:口:食
瓜,厶
屋,厶:土:尸:至
蓋,厶:土:皿:艹
拡,厶:广:扌
去,厶:土
強,厶:弓:虫
怯,厶:土:忄
広,厶:广
弘,厶:弓
鉱,厶:广:金
砿,厶:口:广:石
参,厶:彡
惨,厶:彡:忄
始,厶:口:女
私,厶:禾
至,厶:土
治,厶:口:氵
室,厶:土:宀:至
怠,厶:口:心
胎,厶:口:月
苔,厶:口:艹
台,厶:口
致,厶:土:攴:至
倒,厶:土:至:亻:刂
套,厶:大:長
到,厶:土:至:刂
蛭,厶:土:至:虫
払,厶:扌
仏,厶:亻
弁,厶:廾
法,厶:土:氵
鉾,厶:牛:金
殆,厶:口:歹
牟,厶:牛
姪,厶:土:女:至
劉,厶:金:刂
俟,厶:矢:亻
傳,厶:寸:田:亻
參,厶:彡:个
簒,厶:大:目:竹
咥,厶:口:土:至
嚠,厶:口:金:刂
垤,厶:土:至
埃,厶:土:矢
峅,厶:山:廾
幄,厶:土:尸:巾:至
怡,厶:口:忄
慘,厶:彡:个:忄
抬,厶:口:扌
昿,厶:广:日
桎,厶:土:木:至
桙,厶:木:牛
椡,厶:土:木:至:刂
榁,厶:土:宀:木:至
欸,厶:欠:矢
泓,厶:弓:氵
溘,厶:土:皿:氵
滲,厶:大:彡:氵
琺,厶:土:玉:氵
畚,厶:大:田
盍,厶:土:皿
眸,厶:牛:目
矣,厶:矢
竢,厶:矢:立
笞,厶:口:竹
絋,厶:广:糸
紿,厶:口:糸
緻,厶:土:攴:糸:至
繦,厶:弓:糸:虫
耋,厶:土:老:至
肆,厶:聿:長
腟,厶:土:宀:月:至
蔘,厶:大:彡:艹
襁,厶:弓:虫:衤
詒,厶:口:言
貽,厶:口:貝
輊,厶:土:至:車
闔,厶:土:皿:門
颱,厶:口:風
駘,厶:口:馬
驂,厶:大:彡:馬
鰺,厶:彡:田:魚:个:灬
鵄,厶:土:至:鳥:灬
鴾,厶:牛:鳥:マ:灬
鰻,又:日:田:网:魚:灬
暇,又:日
蝦,又:口:虫
霞,又:雨
怪,又:土:忄
獲,又:隹:犭:艹
穫,又:禾:隹:艹
樫,又:土:木:臣
鰹,又:土:田:臣:魚:灬
極,又:口:木
緊,又:糸:臣
桑,又:木
径,又:土:彳
経,又:土:糸
茎,又:土:艹
軽,又:土:車
頚,又:土:貝:頁
堅,又:土:臣
賢,又:臣:貝
護,又:言:隹:艹
最,又:日:耳
撮,又:日:耳:扌
燦,又:夕:火:米
餐,又:夕:食
取,又:耳
趣,又:土:耳:走
叙,又:禾:个
腎,又:月:臣
諏,又:耳:言
頗,又:皮:貝:頁
隻,又:隹
叢,又:玉:羊:耳:丷
掻,又:虫:扌
痩,又:疒
騒,又:虫:馬
竪,又:立:臣
綴,又:糸
渡,又:广:氵
鍍,又:广:金
度,又:广
奴,又:女
怒,又:女:心
畷,又:田
蚤,又:虫
波,又:皮:氵
破,又:口:皮:石
婆,又:女:皮:氵
彼,又:彳:皮
披,又:皮:扌
疲,又:疒:皮
皮,又
被,又:皮:衤
簸,又:甘:皮:竹
慢,又:日:网:忄
漫,又:日:网:氵
蔓,又:日:网:艹
雙,又:隹
曼,又:日:网
燮,又:火:言
呶,又:口:女
啜,又:口
坡,又:土:皮
娵,又:女:耳
娶,又:女:耳
孥,又:女:子
帑,又:女:巾
幔,又:巾:日:网
弩,又:女:弓
慳,又:土:臣:忄
拏,又:女:手
掫,又:耳:扌
攫,又:目:隹:扌
樶,又:日:木:耳
玻,又:玉:皮
矍,又:目:隹
碆,又:口:皮:石:氵
縵,又:日:糸:网
艘,又:支:日:舟
菠,又:皮:氵:艹
蘰,又:日:糸:网:艹
蠖,又:虫:隹:艹
謾,又:日:网:言
豎,又:口:臣:豆:丷
跛,又:口:皮:足
輙,又:耳:車
輟,又:車
錣,又:金
鏗,又:土:臣:金
鏝,又:日:网:金
钁,又:目:金:隹
陂,又:皮:阝.
陬,又:耳:阝.
鞁,又:皮:革
饅,又:日:网:食
馭,又:馬
駑,又:女:馬
驟,又:耳:衣:馬
髮,又:彡:攴:長:髟
鬘,又:彡:日:网:長:髟
姶,口:女:个
葦,口:韋:艹
或,口:戈
袷,口:个:衤
杏,口:木
偉,口:韋:亻
緯,口:糸:韋
違,口:韋:辶
遺,口:貝:辶
域,口:土:戈
咽,口:囗:大
員,口:貝
韻,口:日:立:貝:音
吋,口:寸
碓,口:石:隹
唄,口:貝
噂,口:寸:襾:丷
衛,口:彳:行:韋
園,口:囗:土:衣
猿,口:土:衣:犭
薗,口:囗:土:衣:艹
遠,口:土:衣:辶
塩,口:土:皿
回,口:囗
廻,口:囗:廴
碍,口:寸:日:石
鎧,口:山:豆:金:丷
嚇,口:土:赤
各,口:夂:攴
格,口:夂:木
確,口:宀:石:隹
閣,口:夂:門
額,口:夂:宀:貝:頁
恰,口:个:忄
噛,口:止:米:齒
侃,口:巛:亻
官,口:宀
棺,口:宀:木
漢,口:大:氵:艹
環,口:玉:网:衣
管,口:宀:竹
還,口:网:衣:辶
館,口:宀:食
舘,口:宀:干:个
含,口:个
癌,口:山:疒:品
岩,口:山:石
喜,口:士:豆:丷
器,口:大
嬉,口:士:女:豆:丷
吉,口:士
桔,口:士:木
詰,口:士:言
客,口:夂:宀
宮,口:宀
給,口:糸:个
局,口:尸
僅,口:土:亻:艹
謹,口:土:言:艹
吟,口:个
喰,口:食
轡,口:糸:車
繰,口:木:糸:品
群,口:玉:羊:丷
郡,口:.阝
啓,口:戸:攴
憩,口:心:自:舌
結,口:士:糸
喧,口:宀:日
硯,口:石:見
絹,口:月:糸
吾,口:五
悟,口:忄
梧,口:木
語,口:言
喉,口:矢:亻
閤,口:門:个
合,口:个
哉,口:土:戈
鷺,口:夂:足:鳥:灬
磁,口:幺:石:丷
蔀,口:立:艹:.阝
舎,口:土:个
捨,口:土:个:扌
樹,口:土:寸:木:豆:丷
拾,口:个:扌
輯,口:耳:車
獣,口:犬:田:尚
恕,口:女:心
哨,口:月:尚
唱,口:日
硝,口:月:石:尚
礁,口:石:隹:灬
嘱,口:尸:禸
尋,口:寸:工:彐
逗,口:豆:丷:辶
吹,口:欠
澄,口:癶:豆:丷:氵
聖,口:玉:耳
石,口
碩,口:石:貝:頁
舌,口
善,口:玉:羊:丷
繕,口:玉:糸:羊:丷
膳,口:月:玉:羊:丷
噌,口:日:田:丷
礎,口:木:疋:石
創,口:个:刂
操,口:木:扌:品
槍,口:木:个
燥,口:木:火:品
藻,口:木:氵:艹:品
促,口:足:亻
捉,口:足:扌
足,口
損,口:貝:扌
啄,口:豕
拓,口:石:扌
歎,口:大:欠:艹
短,口:矢:豆:丷
知,口:矢
智,口:日:矢
痴,口:疒:矢
蜘,口:矢:虫
喋,口:木:世
柘,口:木:石
吊,口:巾
呈,口:玉
碇,口:宀:疋:石
程,口:玉:禾
哲,口:斤:扌
甜,口:甘:舌
吐,口:土
妬,口:女:石
登,口:癶:豆:丷
砥,口:氏:石
塔,口:土:个:艹
宕,口:宀:石
搭,口:个:扌:艹
燈,口:火:癶:豆:丷
痘,口:疒:豆:丷
答,口:竹:个
糖,口:广:米
豆,口:丷
踏,口:日:水:足
鐙,口:癶:豆:金:丷
頭,口:豆:貝:頁:丷
闘,口:寸:豆:門:丷
噸,口:貝:頁:屯
如,口:女
倍,口:立:亻
培,口:土:立
賠,口:立:貝
陪,口:立:阝.
筈,口:竹:舌
蛤,口:虫:个
磐,口:殳:石:舟
逼,口:田:辶
品,口
富,口:宀:田
部,口:立:.阝
葺,口:耳:艹
蕗,口:夂:足:艹
副,口:田:刂
幅,口:巾:田
福,口:田:礻
碧,口:玉:白:石
保,口:木:亻
菩,口:立:艹
呆,口:木
剖,口:立:刂
吠,口:犬
釦,口:金
磨,口:广:木:石:麻
哩,口:里
麿,口:广:木:麻
民,口:氏
眠,口:氏:目
名,口:夕
銘,口:夕:金
鳴,口:鳥:灬
問,口:門
躍,口:彐:足:隹
唯,口:隹
揖,口:耳:扌
邑,口:巴
踊,口:用:足:マ
洛,口:夂:氵
絡,口:夂:糸
落,口:夂:氵:艹
酪,口:夂:酉
略,口:夂:田
呂,口
賂,口:夂:貝
路,口:夂:足
露,口:夂:足:雨
和,口:禾
話,口:舌:言
惑,口:心:戈
佶,口:士:亻
儔,口:士:寸:工:亻
刮,口:舌:刂
剴,口:山:豆:丷:刂
剳,口:个:刂:艹
呀,口:牙
听,口:斤
吝,口:文
呎,口:尸
呱,口:瓜
咀,口:目
咐,口:寸:亻
哇,口:土
哈,口:个
哂,口:襾
咾,口:老
哘,口:彳:行
唔,口:五
哮,口:子:老
哭,口:犬
哢,口:廾:玉
售,口:隹
啖,口:火
唸,口:心:个
唳,口:大:戸
啝,口:禾
喙,口:彐:豕
喀,口:夂:宀
咯,口:夂
喟,口:月:田
啾,口:火:禾
喩,口:月:个:刂
嗚,口:鳥:灬
嗅,口:大:自
嗄,口:夂:自
嗜,口:日:老
嗤,口:山:虫
嗷,口:土:攴:方
嗾,口:方:矢
嘛,口:广:木:麻
嗹,口:車:辶
噐,口:工
噫,口:心:日:立:音
噤,口:木:示
噪,口:木:品
嚀,口:宀:心:网
嚊,口:廾:田:自:鼻
嚶,口:女:貝
嚼,口:寸:爪:网:艮
囁,口:耳
圄,口:囗:五
國,口:囗:戈
圍,口:囗:韋
圓,口:囗:貝
圖,口:囗
圜,口:囗:网:衣
堡,口:土:木:亻
壽,口:士:寸:工
娟,口:女:月
嫦,口:女:巾:尚
寤,口:宀:爿:五
寰,口:宀:网:衣
岷,口:山:氏
峇,口:山:个
嵒,口:山:品
嶝,口:山:癶:豆:丷
幃,口:巾:韋
幗,口:囗:巾:戈
廚,口:士:寸:广:豆:丷
廱,口:巛:广:隹:巴
彭,口:土:彡:豆:丷
徊,口:囗:彳
恪,口:夂:忄
恬,口:舌:忄
悁,口:月:忄
悒,口:忄:巴
悋,口:文:忄
愍,口:心:攴:氏
慥,口:土:忄:辶
憇,口:心:甘:舌
懆,口:木:忄:品
扣,口:扌
拿,口:手:个
挌,口:夂:扌
拮,口:士:扌
捐,口:月:扌
搶,口:戸:个:扌
擱,口:夂:門:扌
擣,口:士:寸:工:扌
晤,口:日:五
檮,口:士:寸:工:木
梠,口:木
桾,口:尸:彐:木
椥,口:木:矢
楫,口:木:耳
榿,口:山:木:豆:丷
橙,口:木:癶:豆:丷
櫚,口:木:門
櫺,口:木:雨
殕,口:歹:立
殞,口:歹:貝
氓,口:氏:亡
泯,口:氏:氵
洽,口:个:氵
洳,口:女:氵
涓,口:月:氵
濤,口:士:寸:工:氵
滄,口:戸:个:氵
滬,口:戸:氵:巴
漱,口:木:欠:氵
潯,口:寸:工:彐:氵
澡,口:木:氵
烙,口:夂:火
焙,口:火:立
牾,口:牛:五
狢,口:夂:犭
狷,口:月:犭
獸,口:犬:田
獺,口:木:貝:頁:犭
珞,口:夂:玉
珸,口:玉
畧,口:夂:田
疇,口:士:寸:工:田
瘡,口:尸:疒:个
癩,口:木:疒:貝:頁
癰,口:巛:疒:隹:巴
皚,口:山:白:豆:丷
盒,口:皿:个
矼,口:工:石
砒,口:比:石
砠,口:目:石
硅,口:土:石
硼,口:月:石
碚,口:石:立
碌,口:彐:水:石:隶
碯,口:囗:巛:石
磑,口:山:石:豆:丷
磋,口:工:玉:石:羊:丷
磔,口:夕:木:石:舛
碼,口:石:馬
磊,口:石
磬,口:士:尸:殳:石
磴,口:癶:石:豆:丷
礬,口:大:木:爻:石
筥,口:竹
箚,口:竹:个:刂
篩,口:巾:竹
籌,口:士:寸:工:竹
粭,口:米:个
絮,口:女:糸
絽,口:糸
緝,口:糸:耳
緡,口:日:氏:糸
纈,口:士:糸:貝:頁
罟,口:士:网
罠,口:氏:网
羂,口:月:糸:网
聒,口:耳:舌
聟,口:矢:耳
膕,口:囗:戈:月
舍,口:舌:个
舐,口:氏:舌
艙,口:尸:舟:个
茴,口:囗:艹
茖,口:夂:艹
茹,口:女:艹
荅,口:个:艹
茗,口:夕:艹
莟,口:个:艹
荳,口:豆:丷:艹
葆,口:木:亻:艹
蕁,口:寸:工:彐:艹
蛔,口:囗:虫
蛞,口:舌:虫
蝠,口:田:虫
雖,口:虫:隹
蟶,口:玉:耳:虫
衙,口:彳:行:五
衞,口:巾:彳:行
袁,口:土:衣
褓,口:木:亻:衤
襭,口:土:貝:頁:衤
覬,口:山:見:豆:丷
諱,口:言:韋
證,口:癶:言:豆:丷
譟,口:木:言:品
谿,口:大:幺:爪:谷:个:丷
豈,口:山:豆:丷
貉,口:夂:豸
贏,口:月:貝:亡
趾,口:止:足
跖,口:石:足
跟,口:艮:足
跼,口:尸:足
踉,口:艮:足
跿,口:土:走:足
踝,口:木:田:足
踐,口:戈:足
踟,口:矢:足
蹂,口:木:矛:足:マ
踰,口:月:足:个:刂
蹊,口:大:幺:爪:足
蹉,口:工:玉:羊:足:丷
蹌,口:尸:足:个
蹈,口:爪:臼:足
蹤,口:彳:疋:足:丷
踪,口:宀:示:足
蹲,口:寸:足:酉:丷
躁,口:木:足:品
躇,口:日:老:足:艹
躊,口:士:寸:工:足
躓,口:斤:貝:足
躑,口:大:足:酉:丷:.阝
躙,口:足:門:隹
躪,口:足:門:隹:艹
躡,口:耳:足
輅,口:夂:車
輻,口:田:車
轅,口:土:彳:行:衣:車
迴,口:囗:辶
